id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4563675631591948,JqIuD6G8A,爱情婚姻的本质：平等相待，共同奋斗！婚姻是爱情的另一个阶段，需要彼此理解，接纳不同，妥协。遇到矛盾，找个折中的办法，让彼此都相对舒服。 ,,,,,2020-10-24,前置双摄vivo X9,4,0,1,,
4563675401423931,JqIug5YqD,#职场公开课# 人就像一颗钻石，有很多切面，重点是你要先了解，在这阶段的生命中最重要的切面是什么？了解自己适合什么，不要因为别人是什么，你就跟着是什么。 ,,,,,2020-10-24,前置双摄vivo X9,0,0,0,职场公开课,
4563223200926451,JqwIU3T0L,#职场公开课##情感语录# 随着人的不断成熟，别人的看法和言语就变得不再那么重要了，最重要懂得是你要清楚自己想要的到底是什么。唯有了解，才可化解。 ,,,,,2020-10-23,前置双摄vivo X9,3,0,0,"职场公开课,情感语录",
4563222239642292,JqwHlEsoQ,#职场公开课##沟通# 语言既是桥梁，又是障碍。一句话让人笑起来，也可以一句话让人跳起来，语言的魅力，不容小觑。“大耳朵，小嘴巴”这个蛮好，多听没事，多说不见得好。 ,,,,,2020-10-23,前置双摄vivo X9,1,0,0,"职场公开课,沟通",
4562947592955156,JqpyncoLO,#职场公开课##如何关注年轻人心理健康# 五个快乐的方法：静坐、接触大自然，听音乐，读一本好书，与你喜欢的人聊天。真正解脱痛苦的方法是在你身边寻找平静，接受事情的本来面目，不执着，你要相信你自己始终会变好的。更好了解自己的潜意识，修通情绪，生活更积极向上。 ,,,,,2020-10-22,前置双摄vivo X9,8,1,2,"职场公开课,如何关注年轻人心理健康",
4562853081645168,Jqn5W6TYY,#职场公开课# 为了获得金钱，人们都在拼命地努力，但对于大多数人来说，努力是没有结果的。就像一个演员一样，不管多么地努力都改变不了自己的命运，因为他必须要按剧本演。只有剧本改变了，这个主角的命运才会改变。我们人生也像电影一样，只有改变了内在的剧本，才能改写我们的人生。自我价值 ...全文,,,,,2020-10-22,前置双摄vivo X9,4,1,1,职场公开课,
4562447673593121,Jqcy3f4Jz,心理学研究发现，当人们一旦认定了某件事，哪怕是一件很谎唐的事情，但为了证明自己是对的，总会找某些理由为自己开脱，使自己心理上得到安慰，因此而看不到真正的事实。 ,,,,,2020-10-21,前置双摄vivo X9,1,0,0,,
4562446427628780,Jqcw2w0AQ,#好书推荐# 当现实与预期有落差时，人们总是会把责任推给对方，总想从外面找到责任承担者；当一个人常这样时，他的人生就被动，对一切无能为力，因为一切的责任都是外在的。 ,,,,,2020-10-21,前置双摄vivo X9,2,1,0,好书推荐,
4562446113838759,Jqcvxg6Dt,#职场公开课# 我们都很容易看到别人，特别是别人的缺点，但唯独对自己视而不见。 ,,,,,2020-10-21,前置双摄vivo X9,1,0,0,职场公开课,
4562380946672419,JqaOqrZNF,#早安##与荷芬一同早起#   各位早安一切变好之前 总要经历一段辛苦的日子 这段日子或许很长 或许只是一觉醒来 所以请耐心些 给好运一点时间【她力量·每日金句】  2020.10.21   星期三 ,,,,,2020-10-21,前置双摄vivo X9,0,0,0,"早安,与荷芬一同早起",
4562093494241707,Jq3kNhNsD,#职场公开课# 如果你把时间都花在了那些比较优势低的事情上，你就没有时间去打造自己的绝对优势了。这样你一辈子都是低价值提供者，永远都会为钱所困。如果你能意识到这一点，从今天开始把一些低比较优势的劳动交给别人，把专业的事情交给专业的人去做，把时间用在高比较优势的事情上，假以时日你很快就会成为一个绝对优势高的人。提升自我价值感和配得感。,,,,,2020-10-20,前置双摄vivo X9,5,0,2,职场公开课,
4562093023432736,Jq3k2ep0I,懂得运用资源，不要画地为牢。 ,,,,,2020-10-20,前置双摄vivo X9,0,0,0,,
4562091916405065,Jq3ifqSfv,#职场公开课# 请人帮忙是与他人建立关系的敲门砖，别人愿意帮你，他对自己的感觉好，也更愿意接受你的好！互相帮忙才是最好的关系。 ,,,,,2020-10-20,前置双摄vivo X9,2,0,1,职场公开课,
4562041911906512,Jq1ZB7ZYc,#早安##与荷芬一同早起#   各位早安如果你是对的 你没必要发脾气 如果你是错的 你没资格发脾气 这才是真正的智慧【她力量·每日金句】  2020.10.20   星期二 ,,,,,2020-10-20,前置双摄vivo X9,0,0,0,"早安,与荷芬一同早起",
4561700294239647,JpT6BhMVp,#职场公开课##抑郁症成仅次于癌症的人类第二大杀手# 职业倦怠引发的情绪为：烦躁、焦虑、抑郁、多疑、易怒、兴趣感丧失等等。很多人对于职业倦怠选择视而不见，觉得以为像感冒一样会不治而愈。事实上不找出真正的原因。往往会让自己越来越不快乐。如长时间放任不管，最终就会导致各种身心疾病的发生，例如：抑郁症。,,,,,2020-10-19,前置双摄vivo X9,3,0,1,"职场公开课,抑郁症成仅次于癌症的人类第二大杀手",
4561681013023246,JpSBvcGu2,#早安##与荷芬一同早起#  各位早安人性有一个弱点你越在意什么什么就越折磨你当你不再畏手畏脚当你鼓起勇气下定决心忠于内心时每一天都是最好的状态【她力量·每日金句】  2020.10.19   星期一 ,,,,,2020-10-19,前置双摄vivo X9,0,1,0,"早安,与荷芬一同早起",
4560709499488469,JptkxDOnP,"#教育部谈体育老师当班主任遭投诉# 我支持各学科老师都可以当班主任。唯分数论的家长觉得只有主课老师才可以当班主任，这是一种片面刻板的观念。实际上副科老师更有时间和精力投入在孩子身上。还有利于做好各学科老师的协调工作，可以让主课老师的时间精力专注的放在教学工作上。因为做班主任，确实有很多琐碎的事情，会分散了他们的教学时间。其次，一个好身体是学生综合素质的重要条件之一。班主任的体育理念还可以有效规避心理疾病，运动可以分泌多巴胺，达到身心健康的目标。我国现在有9,500万抑郁症患者，逐渐偏向于青少年学生。这个跟唯分数论。闭门造车。缺乏社交和运动有很大关系。期待各学科老师能够加入到班主任队伍，家长的观念也赶紧要做转变。",,,,,2020-10-16,前置双摄vivo X9,2,0,0,教育部谈体育老师当班主任遭投诉,
4560617514732056,JpqWbjR1u,#职场公开课# 世界上本没有失败。只有尚未成功，还需要努力，这就是尝试的意义。因为不去尝试，永远不知道自己离目标还有多少距离。 ,,,,,2020-10-16,前置双摄vivo X9,1,0,0,职场公开课,
4560608621767563,JpqHQ7pP5,可控的事，你有没有付出行动？不可控的事对每个人都一样，看天吃饭。交给命运吧。很多焦虑烦恼，源于没有区分事件的界限。 用主观臆断代替了客观现实。 ,,,,,2020-10-16,前置双摄vivo X9,2,0,0,,
4560331408672149,JpjuIAo1n,好的计划是聚焦目标和行动。 ,,,,,2020-10-15,前置双摄vivo X9,1,0,0,,
4560227246019350,JpgMIpfUi,#早安##与荷芬一同早起#  各位早安风雨吹散的是虚情留下的是真意时间带走的是生命过客留下的却是真心人【万她力量·每日金句】  2020.10.15   星期四 ,,,,,2020-10-15,前置双摄vivo X9,0,0,0,"早安,与荷芬一同早起",
4559865747608732,Jp7nEvVnu,#早安##与荷芬一同早起#   各位早安在攀登人生阶梯的旅途中我们不怕慢  只怕停只要不停止再慢的速度也能达到顶峰【她力量·每日金句】  2020.10.14  星期三 ,,,,,2020-10-14,前置双摄vivo X9,1,0,1,"早安,与荷芬一同早起",
4559522460600196,JoYrY2w8A,阿德勒的哲学思想，其实总结起来，就是：你如果要成长，那就是无法逃避的一件事情。减少一些责怪，不要去合理化，也不要去以为自己生命负责的一个态度去责怪他人。同时，所有的一切都是你自己的选择，当你成年以后，你自己可以选择，并且达到一个自我改变。幸或不幸都是你自己的选择。 ,,,,,2020-10-13,前置双摄vivo X9,2,0,1,,
4559506950071497,JoY2X0iBb,人并不为过去的原因所左右，而是朝着自己定下的目标前进。泰戈尔说过，世界上最简单的事情就是指责别人，那么最难的事情就是改变自己。当我们遇到一个危机的时候，其实它是一种危险，同时也是一个机会。 ,,,,,2020-10-13,前置双摄vivo X9,0,0,1,,
4559501825415308,JoXUGmILG,#早安#   各位早安与其虚张声势地引人注意不如做一个人群之中真实自然的人不张扬，不虚饰随时保持后退的姿势心有所定，只是专注做事【她力量·每日金句】  2020.10.13   星期二 ,,,,,2020-10-13,前置双摄vivo X9,1,0,1,早安,
4559142428084445,JoOz0xV8h,#早安#  各位早安如果生活抛给你一个柠檬 你可以把它榨成汁 然后再加点糖 这个世上没有顺遂的人生 每一份快乐都是自己给的【她力量·每日金句】  2020.10.12   星期一 ,,,,,2020-10-12,前置双摄vivo X9,0,1,0,早安,
4556996185172470,JnUJklHAW,想要高情商，就要提高自己管理情绪的能力，首先要接纳自己的情绪。 ,,,,,2020-10-06,前置双摄vivo X9,1,0,1,,
4556996051468435,JnUJ76a0r,#好书推荐# 【作者简介】谢里•范•狄克，他是一名心理医生，也是高情商训练课的积极推广者。高情商训练课是由美国华盛顿大学杰出心理学家玛莎•莱恩汉博士创立的，现在已经成为哈佛大学、斯坦福大学、麻省理工学院等著名学府都在运用的高情商培训教程的著名导师。【简介】在《高情商是练出来的》这本书中，作者结合许多生动形象的案例，对高情商训练课进行了深入浅出的阐述，帮助我们了解并接纳自己的情绪，更好地控制和管理自己的情绪，以及建立良好的人际关系，维持积极健康的情绪，从而成为一个高情商的人。【你将读到】1.怎样从生活小事做起，提高自己的情商？2.产生情绪冲动的时候，如何避免自己意气用事？3.如何建立良好的人际关系，拓宽自己的人脉？【本书金句】1. 你要做的只不过是更加有效地管理情绪，让它们在正确的时间出现在正确的场合，而不是让自己任由他们控制。2. 墓地是用来哀悼和缅怀的地方，它们证实了我们的存在，但是把房子建在那儿，却意味着让你自己活在悲惨之中，而你本不必如此。3. 评判自己的情绪，意味着你在与情绪对抗，试图以粗暴的方式调整自己的感受，这种行为无异于想用一把锤子敲开一朵莲花，只能让情绪变得更加糟糕，以至于不可收拾。4. 想必你一定听说过这样一句话：“他人即地狱”，说的就是人与人之间常常出现分歧、矛盾和冲突，给你带来不尽的烦恼和痛苦。【推荐阅读】书名： 高情商是练出来的作者：谢里•范•狄克译者：程静出版社：北京联合出版公司,,https://wx1.sinaimg.cn/large/c13e5944ly1gjfgviw6bzj209q09qjrj.jpg,,,2020-10-06,前置双摄vivo X9,0,1,0,好书推荐,
4554106397792292,JmHynwH88,#职场公开课# 真正的自信是，有勇气敞开心扉去欢迎新的变化和想法，不管他们来自何方。真正的自信来源于你的思维模式：你已经做好了成长的准备。 ,,,,,2020-09-28,前置双摄vivo X9,2,0,0,职场公开课,
4553767254755926,JmyJnjXeu,#好书推荐# 在叔本华看来，“人，要么孤独，要么庸俗”，“睿智的人会从痛苦不安中，争取自由和闲暇，追求安宁、简朴、尽可能不被打扰的生活。所以，一旦对人或人性有了认识与了解，他就会回归质朴；倘若他是一个具有大智慧的人，甚至会选择离群索居。因为一个人自身拥有越多，想从他人身上获取的东西就越少，他人对他而言几乎没有意义，这也就是为什么一个具有高度智力的人，通常是孤僻的。”这是一个震撼人心论点，它触动了我的内心，尽管我目前还无法说出个一二三，但他的“智慧是什么”，“人是什么”的论点深深地吸引着我！和我的身体好好相处，和我的本心对话，抛开自己不想要的；不活在别人的期许里，要活在自己的良知和真心里！,,,,,2020-09-27,前置双摄vivo X9,1,1,2,好书推荐,
4553766722085088,JmyIw8Kqs,#职场公开课##阅读的力量# 【一句话推荐】幸福人生第一书，豆瓣9.2高分永恒经典，哲学大师带你读懂人生【作者简介】叔本华（Arthur SchopenhauerArthur，1788—1860），德国著名哲学家，深刻影响了这个世界的传奇人物，认为生命意志是主宰世界运作的力量。叔本华年轻时不得志，最后大器晚成。 ...全文,,https://wx2.sinaimg.cn/large/c13e5944ly1gj55ty3s27j20m80m8wju.jpg,,,2020-09-27,前置双摄vivo X9,1,0,1,"职场公开课,阅读的力量",
4553007537067760,JmeY1tEE8,#职场公开课# “与事实对抗，与真相对抗，并不能让事情变得更好，相反，接受真相，在真相的基础上采取自己的行动，才能让事情变得更好。”太赞了，真理啊，以后要把这句话应用到实际生活里！ ,,,,,2020-09-25,前置双摄vivo X9,2,0,0,职场公开课,
4552603523879629,Jm4soghgF,#早安##与荷芬一同早起#   各位早安人生只有三天活在昨天的人纠结活在明天的人迷惑活在今天的人最踏实【她力量·每日金句】  2020.9.24    星期四 ,,,,,2020-09-24,前置双摄vivo X9,0,1,0,"早安,与荷芬一同早起",
4550100582666594,Jl1lobbHA,超大福利欢迎各位宝宝转发给有需要的人紧急职位：国内头部医疗企业高级研发经理1名，硕士及以上学历，50万+（具体详谈）国家大力扶持的自主医疗品牌，目前研发团队80%是海归博士，中科院院士等各位有没有亲朋好友，同学，同事，同乡，同盟，校友……愿意在常州买房定居发展，或者是常州人在外，现在想回来发展，安稳扎根下半生事业的，速跟我联系。推荐有奖！加我微信：dmt520hehe@人民日报 @微博职场,,,,,2020-09-17,前置双摄vivo X9,0,0,0,,"人民日报,微博职场"
4550088497835877,Jl11TwSt7,正常的焦虑是面对事件时的正常反应，是成长的潜在源头。进一步讲，这种焦虑并不需要被刻意抑制，它可以被用来促进改变。因为某些焦虑对我们的生存而言是必要的。相反，神经质焦虑就有所不同，它与事件本身的严重性不成比例，往往在我们的知觉范围之外，并常常会使一个人无所作为。心理健康的标准之一就是：几乎没有神经质焦虑，同时又能接纳那些不可避免的，存在主义焦虑（正常的焦虑）——是我们生活的必然组成部分。,,,,,2020-09-17,前置双摄vivo X9,0,0,0,,
4550076355056084,Jl0IjldjK,#早安##与荷芬一同早起#  各位早安我对未来的构想大概是这样  家人幸福 ，挚友一二  喜欢的人不离不弃  对曾经不后悔  对未来有期待【她力量·每日金句】  2020.9.17    星期四 ,,,,,2020-09-17,前置双摄vivo X9,0,0,0,"早安,与荷芬一同早起",
4549749543275865,JkSdcdKcx,每个人都有维护自己独特性和自我中心的需求。同时又有走出自我的世界，去和别人自如的进行交流的愿望。也就是说，我们希望发现自我，建立自我认同感。但这并不是一个自动化的过程。需要极大的勇气。作为相互联系的个体，我们还要努力发展自己与他人的关系，与社会的关系，以及与自然的关系。我们大多数人的麻烦往往出现在，寻求方向，答案和价值的过程中，我们不信任自己。也不能从自身寻找生活冲突的答案，反而去努力成为别人，希望我们成为的那个人。这样我们的生活就跟根植于他人的预期，而我们也将和自己形同陌路。,,,,,2020-09-16,前置双摄vivo X9,2,0,1,,
4549731994576639,JkRKTjcAL,尽管我们无法选择是否来到这个世界，但是，我们可以选择自己的生活方式，选择自己希望成为怎样的人。“选择”代表自由。我们总归要选择自己要成为怎样的人，只要我们活着，这个选择便永不停止。自由意味着我们对自己的生活，行为，以及自己的无所作为负有不可推卸的责任。我们是自己选择的产物。我们不应该在人群中迷失自己，应该承认自己的独特性，并努力成为那个我们本应成为的人。自由和责任是息息相关，相互关联的。,,,,,2020-09-16,前置双摄vivo X9,2,0,0,,
4549729251760867,JkRGt7o55,人的生命是有限的，我们追求目标的时间也是有限的。是我们选择了自己的行为，我们可以掌握自己的部分命运。 ,,,,,2020-09-16,前置双摄vivo X9,2,0,0,,
4549728094652001,JkREBjwch,参透“为何”，才能迎接“任何”——尼采 ,,,,,2020-09-16,前置双摄vivo X9,0,0,0,,
4549712906815002,JkRg6sATo,#早安##与荷芬一同早起#  各位早安你有自己的光芒即使道路漫长都要为自己走下去无论是否有人在等你无论是否有人在鼓掌【她力量·每日金句】  2020.9.16   星期三 ,,,,,2020-09-16,前置双摄vivo X9,0,0,0,"早安,与荷芬一同早起",
4547542790964610,JjWNV42We,#早安##与荷芬一同早起#  各位早安错过的风景 就不要再回头擦肩的过客 不要原地踏步不走不要紧握从前不放时光是一把利刃你若不走 那必定会伤痕累累【她力量·每日金句】  2020.9.10   星期四 ,,,,,2020-09-10,前置双摄vivo X9,1,1,0,"早安,与荷芬一同早起",
4547155123241616,JjMIEdBi8,#早安##与荷芬一同早起#   各位早安积极的人像太阳走到哪里哪里亮消极的人象月亮初一十五不一样【她力量·每日金句】  2020.9.9   星期三 ,,,,,2020-09-09,前置双摄vivo X9,1,1,0,"早安,与荷芬一同早起",
4546803594694797,JjDzFjHkx,#早安##与荷芬一同早起#   各位早安多学一样本事就少说一句求人的话多有一技之长傍身就多了一个安全感。你不优秀，认识谁都没用；你若优秀，谁都会来认识你【她力量·每日金句】  2020.9.8   星期二 ,,,,,2020-09-08,前置双摄vivo X9,1,1,1,"早安,与荷芬一同早起",
4544264266056638,JizvYppBI,#早安##与荷芬一同早起#   各位早安明白事理的人使自己适应世界不明白事理的人硬想使世界适应自己【她力量·每日金句】  2020.9.1   星期二 ,,,,,2020-09-01,前置双摄vivo X9,1,1,0,"早安,与荷芬一同早起",
4543545543758815,JigOKfLQ3,#早安##与荷芬一同早起#   各位早安人最大的教养就是原谅家人的不完美对家人和颜悦色人最大的善良就是无论贫富何种境地都能把家人放在心上【她力量·每日金句】  2020.8.30  星期日 ,,,,,2020-08-30,前置双摄vivo X9,2,1,0,"早安,与荷芬一同早起",
4542802774721470,JhXuJjOgK,#早安##与荷芬一同早起#   各位早安人生不分早晚努力不分年纪只要你愿意走踩过的都是路只要你不回避与退缩生命的掌声终会为你响起【她力量·每日金句】  2020.8.28   星期五 ,,,,,2020-08-28,前置双摄vivo X9,0,1,0,"早安,与荷芬一同早起",
4539361939688556,JgvYZEEr2,#职场公开课# 职业生涯常见的5大痛点及解决策略 微博直播 . ,,,,,2020-08-18,前置双摄vivo X9,9,8,3,职场公开课,
4538885072490395,JgjzRarRF,#职场公开课##我在微博找工作# 今天的想法决定你明天的职业成就。其实这种差别最主要的原因是：对待职业的不同态度，可以从三个层次来理解：有人认为每天就是在干活做事，事情做完了就OK了。而有人觉得是在从事某种职业。还有一些人觉得他是在干一番事业。对同一件事的不同理解会导致最终结果的巨大差异。请认真思考一下你当前的职业状态，你认为你现在每天在做什么？@微博职场,,https://wx2.sinaimg.cn/large/c13e5944ly1ghtov0z1p4j20ku113ap9.jpg,,,2020-08-17,前置双摄vivo X9,0,0,0,"职场公开课,我在微博找工作",微博职场
4538643216083344,JgdhLpwys,"#职场公开课##我在微博找工作# 职业目标的设定是要和人生目标相关联的，要有利于职业生涯的整体提升，不能跑题。那么要怎样平衡这种关联呢？可以从以下几点来考虑：1,个人目标与所在公司、部门目标相关联2,个人目标与家庭目标的期望相连接3,长、中、短期目标相连接4,个人发展，经济事业，兴趣爱好，和谐关系，四大目标系统平衡关联5,目标之间彼此不冲突 。@微博职场",,,,,2020-08-16,前置双摄vivo X9,2,0,2,"职场公开课,我在微博找工作",微博职场
4537913351605519,JfUiz6JFt,#职场公开课##我在微博找工作# 你的人生目标是什么？你准备怎样度过今后的三年时间？如果你知道自己只有6个月的生命，你会怎样度过这6个月时间？这些问题虽然听起来老套，但或许你从来没有仔细考虑过。只有目标清晰，我们才能可能去充分利用自己的时间。创造出更大价值。换句话说，你目标如果你愿意投入精力就有达到的可能。818来听我直播，解决你在生涯发展中的5个痛点，目标定位的问题必须要提到。@微博职场,,https://wx4.sinaimg.cn/large/c13e5944ly1ghql9en9n7j20ku1134d5.jpg,,,2020-08-14,前置双摄vivo X9,0,2,0,"职场公开课,我在微博找工作",微博职场
4537171333878762,JfAZLgh2G,#职场公开课##我在微博找工作# 在咨询中经常有遇到客户，不能直接到达自己的职业目标，那我就会建议通过曲线发展的策略达成：比如，一位培训主管的目标是人力资源经理，可以以招聘主管和招聘经理为过渡目标，进而实现人力资源经理的目标。@微博职场 ,,,,,2020-08-12,前置双摄vivo X9,0,0,0,"职场公开课,我在微博找工作",微博职场
4536740675332661,JfpN9mngF,#职场公开课##我在微博找工作# 在和来访者的咨询结束后，制定目标的时候会强调目标的可衡量性。简单讲就是：能量化的量化，不能量化的质化。一定要有一个标准的，清晰的，可度量的标尺。杜绝概念模糊。举例：模糊的表达：我要多花些时间看望父母，多和孩子沟通。可衡量的表达：我每月要至少看望父母三次以上，每星期与孩子沟通在一起的时间不少于5小时。模糊的表达：我希望这几年收入有所提高，能晋升到满意的职称。可衡量的表达：5年内我的年薪要达到50万元，我在公司的职位要当上人力资源总监。三次，五小时，五年，50万都是量化的，可直接衡量的指标。人力资源总监是质化的指标。而有所提高就很难说了，提高1%也是提高，提高200%也是提高。@微博职场,,,,,2020-08-11,前置双摄vivo X9,1,0,1,"职场公开课,我在微博找工作",微博职场
4536343563344488,JffsEe23m,#职场公开课##我在微博找工作# 在咨询中发现，来访者的困惑都源于他人主导——“被动规划”。主动规划的人，对自己的后期发展，承担主要责任，被动规划则是：自己的决策参与率极低，属于被动从属地位，所以很容易导致认同度低，心理承诺度低，从而实际行动少，对结果更容易推卸责任，比如，有很 ...全文,,"https://wx1.sinaimg.cn/large/c13e5944ly1ghlkyyh0i1j20pj14ujyb.jpg,https://wx2.sinaimg.cn/large/c13e5944ly1ghlkyyz0a3j20pu14ctgr.jpg,https://wx1.sinaimg.cn/large/c13e5944ly1ghlkyzemrzj20py0tsn23.jpg,https://wx4.sinaimg.cn/large/c13e5944ly1ghlkyzwzlqj20qd123wm3.jpg",,,2020-08-10,前置双摄vivo X9,2,0,1,"职场公开课,我在微博找工作",
4535385746579975,JeQxMrBKD,#职场公开课##我在微博找工作# 职业定位的关键在于，适合你自己的就是最好的，与他人无关。这和你要选择什么样的人生有关系，有些人就喜欢朝九晚五，按时到家，看看书，听听音乐也挺好，但就不适合找个销售的工作，否则就是折磨自己，有些人喜欢成为一群人的中心，如果选择做财务工作大概也干不久，因为一般老板不喜欢财务太积极，也不喜欢财务话太多，所以，先想好自己要成为怎样的人，过怎样的人生，再决定要找什么样的职业。@微博职场,,,,,2020-08-07,前置双摄vivo X9,2,3,1,"职场公开课,我在微博找工作",微博职场
4535198844716791,JeLGkjN3h,#早安##立秋# 🌸🌸各位早安🌺🌺每个人的际遇不同成功总有早晚但肯定离不开两样东西一是努力，二就是格局【她力量·每日金句】  2020.8.7   星期五 ,,,,,2020-08-07,前置双摄vivo X9,0,1,0,"早安,立秋",
4534286425006162,JenWGl0ky,#职场公开课##我在微博找工作# 肖申克的救赎里有这样一句话“有些鸟儿是注定不会被关注在牢笼里的，他们的每一片羽毛都闪耀着自由的光芒。”我的理解是：自我发展是自己的事情，如果你想成长不要依靠公司，组织，同时你想成长的话，没人能够阻拦你。有些鸟儿注定是关不住的，他的每一个羽毛上都闪烁着自由的光辉。,,,,,2020-08-04,前置双摄vivo X9,1,0,3,"职场公开课,我在微博找工作",
4534111794895008,Jejp1kxpK,#早安##与荷芬一同早起# 🌸🌸各位早安🌺🌺自己的人生自己选择自己的幸福自己做主心静方能听到万物的声音心清方能看到万物的本质【她力量·每日金句】  2020.8.4   星期二 ,,,,,2020-08-04,前置双摄vivo X9,0,0,0,"早安,与荷芬一同早起",
4534011646705679,JegNus8s7,今天是我的生日08月04日，来祝福我吧~ ,,,,,2020-08-04,生日动态,1,1,0,,
4533809440360006,Jebxm1vEy,"#职场公开课##我在微博找工作# 成年人做事看利弊，小孩子才看心情。当遇到冲突，情绪有起伏的时候，如何管理好自己的情绪，获得良好的人际关系呢？我会分享给你们特别棒的三句话：1,我的行为和我想要的目标一致吗？2,我想要的目标是什么？3,我该怎么做，才能实现我想要的目标？通常情况下，只有让自己回归理性，采取最恰当的方法去面对问题，才能解决问题。@微博职场",,,,,2020-08-03,前置双摄vivo X9,0,0,0,"职场公开课,我在微博找工作",微博职场
4533736382661121,Je9Dwbahj,#早安##与荷芬一同早起# 🌸🌸各位早安🌺🌺生活里学会别着急有些事情给一些时间， 给一些空间相信就会化解许多自己的成见【她力量·每日金句】  2020.8.3   星期一 ,,,,,2020-08-03,前置双摄vivo X9,0,0,0,"早安,与荷芬一同早起",
4533383910655718,Je0t12KA6,#早安##与荷芬一同早起# @所有人 各位早安人生旅途上横竖都是路苦辣酸甜都要尝任何经历都是一种积累经历的多生命有长度经历的广生命有厚度【她力量·每日金句】  2020.8.2   星期日 ,,,,,2020-08-02,前置双摄vivo X9,0,0,0,"早安,与荷芬一同早起",所有人
4532395556475476,JdAKTraza,#人生能不能走捷径##职场公开课# 人生就是一场管理。特别是个体崛起的时代。要想实现这一步，你要做的不仅只管理好自己，还要学会管理别人的长处，管理好你的时间，管理整个事业的进程，跳出自己的圈子，进行更大格局的拓展，这都往往决定了一个人的最终成就。互联网时代一切都将通透明公开化，人生没有捷径。会将人与人之间的需求精准链接。所以，人生没有捷径，只有脚踏实地。,,,,,2020-07-30,前置双摄vivo X9,0,0,0,"人生能不能走捷径,职场公开课",
4531929259181314,JdoCNCwtI,#早安##与荷芬一同早起# 🌺🌺各位早安🌻🌻遵天命后待时运，内心强大的人，之所以能够耐得住性子，源于他们对全局的掌控，他们深信只要时机到，必定出现转机。【她力量·每日金句】  2020.7.29  星期三 ,,,,,2020-07-29,前置双摄vivo X9,1,0,0,"早安,与荷芬一同早起",
4531552463619823,JdeP4fbGf,#早安##与荷芬一同早起# 早安尽人事后听天命。内心强大的人，往往会做好自己该做的一切，然后等待天命的到来，而有些人却冒险去妄求利益，这只能叫赌博。【她力量·每日金句】  2020.7.28  星期二 ,,,,,2020-07-28,前置双摄vivo X9,1,0,1,"早安,与荷芬一同早起",
4530850026750452,JcWy6sk6g,#早安##与荷芬一同早起#  各位早安快乐属于知足者幸福属于感恩者用平常心对待生命的每一天用感恩心对待眼前的每一个人幸福和快乐就会不请自来【她力量·每日金句】  2020.7.26     星期日 ,,,,,2020-07-26,前置双摄vivo X9,0,0,0,"早安,与荷芬一同早起",
4529809600286373,Jcvu01cuV,#我在微博找工作##薇V问答# 一段来自我们会员社群的讨论，关于如何解决用户“痛点”的感悟，分享给大家如何找到事物底层逻辑的节律很关键。比如，你是创业者，你就可以找最经典的100个创业成功的案例，反复对比他们的过程，看看有哪些共性。比如你是一个写歌的人，那你可以找出最经典的100首经典音乐，反复去听，看看他们音律究竟有什么相通的地方。你只要进行大量的对比。因为只有量变而引起质变。当你感知这些案例的共性和个性的时候，规律和本质往往就自己显现了。有些人天天都在想着一夜暴富。一夜成名。越想越纠结，天天在做梦……就是跨不出自己第1步，去做微小积累和持续进步。其实只有早跨出一步，才会缩短到达目的地一步距离。读书破万卷，下笔如有神，熟读唐诗三百首，不会作诗也会吟，其实就是这个道理。不完美才是真实的完美。看看今年的你，是不是比去年前年的你更加优秀了？@微博职场,,"https://wx3.sinaimg.cn/large/c13e5944ly1gh0qjy37hwj20pu182n6i.jpg,https://wx3.sinaimg.cn/large/c13e5944ly1gh0qjz06bnj20q216m7b4.jpg",,,2020-07-23,前置双摄vivo X9,4,1,0,"我在微博找工作,薇V问答",微博职场
4529448718179641,Jcm5VyjTH,#我在微博找工作##薇V问答# 咨询中发现：处在职场瓶颈期的人，主要是因为找不到自己的“护城河”和“发动机”。所以才会处于竞争劣势。你肯定听说过“核心竞争力”这个词，在当今时代，每个个体都需要拥有核心竞争力才能脱颖而出，企业也同理。那么如何构建真正属于自己的核心竞争力？1）规范化 ...全文,,https://wx1.sinaimg.cn/large/c13e5944ly1ggzl3wijh0j20qt18ugsw.jpg,,,2020-07-22,前置双摄vivo X9,4,0,1,"我在微博找工作,薇V问答",
